orthogroup,species,locus_tag,gene_position,base_length,gene,product,bp_length
OG0000659,Bartonella_krasnovii_OE1-1_D4,GFDDFGGD_01350,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_krasnovii_OE1-1_D5,BINCMBPP_00405,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_krasnovii_OE1-1_G,DJDNEOMB_01590,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_krasnovii_OE1-1_H,GMAGJBIB_01447,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_krasnovii_OY11,PDPJCBEH_00877,555,A9,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_negeviensis_ga95fn6_A,KLALJOCO_00925,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_negeviensis_ga95fn6_B,IPPNIHCA_00358,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_negeviensis_ga95fn6_C,IMMEILNN_00259,NA,NA,rluC,Ribosomal large subunit pseudouridine synthase C,984
OG0000659,Bartonella_queenslandensis_AUST-NH15,BN338_RS00980,NA,NA,,RluA family pseudouridine synthase,984
OG0000659,Bartonella_quintana_MF1-1,MF1_RS02345,NA,NA,,RluA family pseudouridine synthase,984
OG0000659,Bartonella_rattaustraliani_AUST-NH4,BN67_RS02460,NA,NA,,RluA family pseudouridine synthase,987
OG0000659,Bartonella_tribocorum_BM1374166,BM1374166_RS06980,NA,NA,,RluA family pseudouridine synthase,984
